equipment_usage_id,time_id,date,day,day_name,month,year,site_name,region,latitude,longitude,equipment_name,equipment_type,manufacture,model,capacity,purchase_date,operating_hours,downtime_hours,fuel_consumption,maintenance_cost,created_at,created_by
586,14,2025-05-14,14,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,291,13,1236,370738,2025-05-14 08:00:00,IoT
587,8,2025-05-08,8,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,341,23,1749,690232,2025-05-08 15:00:00,IoT
588,13,2025-05-13,13,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,319,16,1485,673120,2025-05-13 13:00:00,IoT
589,6,2025-05-06,6,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,288,11,1586,623012,2025-05-06 16:00:00,IoT
590,24,2025-05-24,24,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,310,6,1907,787509,2025-05-24 12:00:00,IoT
591,4,2025-05-04,4,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,305,15,1327,413822,2025-05-04 18:00:00,IoT
592,17,2025-05-17,17,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,296,23,1558,581408,2025-05-17 07:00:00,IoT
593,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,314,23,1726,698989,2025-05-30 13:00:00,IoT
594,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,261,14,1214,359215,2025-05-05 16:00:00,IoT
595,28,2025-05-28,28,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,299,17,1576,542823,2025-05-28 14:00:00,IoT
596,5,2025-05-05,5,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,262,23,1433,515425,2025-05-05 17:00:00,IoT
597,29,2025-05-29,29,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,303,18,1573,562351,2025-05-29 11:00:00,IoT
598,18,2025-05-18,18,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,308,11,1478,691775,2025-05-18 12:00:00,IoT
599,5,2025-05-05,5,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,280,12,1533,571460,2025-05-05 11:00:00,IoT
600,16,2025-05-16,16,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,324,3,1525,750120,2025-05-16 10:00:00,IoT
601,25,2025-05-25,25,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,338,14,1718,553784,2025-05-25 14:00:00,IoT
602,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,295,25,1402,415508,2025-05-07 08:00:00,IoT
603,24,2025-05-24,24,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,323,5,1493,515653,2025-05-24 10:00:00,IoT
604,14,2025-05-14,14,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,293,23,1695,742535,2025-05-14 10:00:00,IoT
605,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,326,7,1696,585894,2025-05-24 08:00:00,IoT
606,10,2025-05-10,10,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,358,25,2116,937380,2025-05-10 10:00:00,IoT
607,20,2025-05-20,20,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,280,20,1504,679770,2025-05-20 06:00:00,IoT
608,1,2025-05-01,1,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,298,17,1468,565556,2025-05-01 17:00:00,IoT
609,24,2025-05-24,24,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,265,9,1538,607720,2025-05-24 13:00:00,IoT
610,11,2025-05-11,11,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,350,25,1855,744719,2025-05-11 13:00:00,IoT
611,26,2025-05-26,26,Monday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,305,15,1674,579380,2025-05-26 10:00:00,IoT
612,3,2025-05-03,3,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,281,3,1398,531113,2025-05-03 12:00:00,IoT
613,4,2025-05-04,4,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,284,4,1697,832239,2025-05-04 09:00:00,IoT
614,7,2025-05-07,7,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,312,15,2066,809286,2025-05-07 13:00:00,IoT
615,22,2025-05-22,22,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,6,1621,838138,2025-05-22 14:00:00,IoT
616,9,2025-05-09,9,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,338,24,1901,888967,2025-05-09 06:00:00,IoT
617,7,2025-05-07,7,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,300,8,1611,770138,2025-05-07 06:00:00,IoT
618,26,2025-05-26,26,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,255,3,1402,556869,2025-05-26 09:00:00,IoT
619,2,2025-05-02,2,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,360,5,2152,781260,2025-05-02 11:00:00,IoT
620,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,275,14,1473,431484,2025-05-08 06:00:00,IoT
621,21,2025-05-21,21,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,368,10,1854,765969,2025-05-21 13:00:00,IoT
622,11,2025-05-11,11,Sunday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,344,25,2024,801169,2025-05-11 06:00:00,IoT
623,13,2025-05-13,13,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,317,25,1928,720703,2025-05-13 13:00:00,IoT
624,15,2025-05-15,15,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,334,8,1850,649497,2025-05-15 15:00:00,IoT
625,18,2025-05-18,18,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,346,20,1839,694349,2025-05-18 15:00:00,IoT
626,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,259,20,1430,427508,2025-05-06 10:00:00,IoT
627,12,2025-05-12,12,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,329,8,1563,765267,2025-05-12 12:00:00,IoT
628,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,286,5,1322,434068,2025-05-29 17:00:00,IoT
629,22,2025-05-22,22,Thursday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,282,20,1568,660859,2025-05-22 18:00:00,IoT
630,5,2025-05-05,5,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,320,6,1809,718833,2025-05-05 07:00:00,IoT
631,17,2025-05-17,17,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,282,9,1433,593658,2025-05-17 06:00:00,IoT
632,4,2025-05-04,4,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,266,15,1508,899374,2025-05-04 16:00:00,IoT
633,22,2025-05-22,22,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,272,22,1225,446037,2025-05-22 09:00:00,IoT
634,23,2025-05-23,23,Friday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,339,17,1453,757638,2025-05-23 07:00:00,IoT
635,26,2025-05-26,26,Monday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,303,25,1542,718079,2025-05-26 11:00:00,IoT
636,2,2025-05-02,2,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,333,5,1620,586903,2025-05-02 10:00:00,IoT
637,7,2025-05-07,7,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,286,15,1585,621119,2025-05-07 14:00:00,IoT
638,7,2025-05-07,7,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,271,20,1491,513925,2025-05-07 08:00:00,IoT
639,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,317,17,1354,587675,2025-05-24 16:00:00,IoT
640,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,326,8,1353,487456,2025-05-23 18:00:00,IoT
641,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,283,17,1280,489958,2025-05-18 15:00:00,IoT
642,30,2025-05-30,30,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,335,23,1766,744888,2025-05-30 12:00:00,IoT
643,14,2025-05-14,14,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,338,9,1723,845250,2025-05-14 14:00:00,IoT
644,13,2025-05-13,13,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,332,15,1984,937189,2025-05-13 13:00:00,IoT
645,1,2025-05-01,1,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,298,7,1552,508547,2025-05-01 14:00:00,IoT
646,29,2025-05-29,29,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,299,3,1456,612629,2025-05-29 11:00:00,IoT
647,25,2025-05-25,25,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,358,21,1883,818053,2025-05-25 14:00:00,IoT
648,30,2025-05-30,30,Friday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,266,7,1509,841366,2025-05-30 11:00:00,IoT
649,5,2025-05-05,5,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,356,11,1898,680996,2025-05-05 09:00:00,IoT
650,26,2025-05-26,26,Monday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,316,5,1502,798353,2025-05-26 09:00:00,IoT
651,24,2025-05-24,24,Saturday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,281,23,1549,449998,2025-05-24 15:00:00,IoT
652,10,2025-05-10,10,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,348,13,1840,729319,2025-05-10 18:00:00,IoT
653,12,2025-05-12,12,Monday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,329,23,1361,518865,2025-05-12 17:00:00,IoT
654,28,2025-05-28,28,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,320,12,1599,700533,2025-05-28 06:00:00,IoT
655,17,2025-05-17,17,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,334,19,1889,628423,2025-05-17 11:00:00,IoT
656,23,2025-05-23,23,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,263,22,1672,805983,2025-05-23 13:00:00,IoT
657,19,2025-05-19,19,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,294,15,1510,651929,2025-05-19 18:00:00,IoT
658,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,305,4,1843,849599,2025-05-05 17:00:00,IoT
659,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,305,25,1804,813099,2025-05-18 12:00:00,IoT
660,5,2025-05-05,5,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,305,23,1401,655779,2025-05-05 12:00:00,IoT
661,19,2025-05-19,19,Monday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,307,11,1326,413521,2025-05-19 07:00:00,IoT
662,25,2025-05-25,25,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,343,24,1894,596973,2025-05-25 07:00:00,IoT
663,14,2025-05-14,14,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,322,22,1697,718159,2025-05-14 11:00:00,IoT
664,21,2025-05-21,21,Wednesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,7,1779,781845,2025-05-21 15:00:00,IoT
665,15,2025-05-15,15,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,272,5,1675,795989,2025-05-15 08:00:00,IoT
666,4,2025-05-04,4,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,295,3,1558,577425,2025-05-04 10:00:00,IoT
667,11,2025-05-11,11,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,299,13,1515,747039,2025-05-11 06:00:00,IoT
668,7,2025-05-07,7,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,267,11,1304,493241,2025-05-07 14:00:00,IoT
669,18,2025-05-18,18,Sunday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,258,24,1209,448725,2025-05-18 15:00:00,IoT
670,17,2025-05-17,17,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,310,25,1630,698904,2025-05-17 09:00:00,IoT
671,20,2025-05-20,20,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,309,15,1567,504369,2025-05-20 07:00:00,IoT
672,22,2025-05-22,22,Thursday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,346,23,1855,710002,2025-05-22 10:00:00,IoT
673,13,2025-05-13,13,Tuesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,302,22,1350,565389,2025-05-13 13:00:00,IoT
674,18,2025-05-18,18,Sunday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,272,25,1628,840116,2025-05-18 14:00:00,IoT
675,1,2025-05-01,1,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,319,18,1635,759869,2025-05-01 11:00:00,IoT
676,13,2025-05-13,13,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,261,23,1588,784503,2025-05-13 11:00:00,IoT
677,10,2025-05-10,10,Saturday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,275,15,1231,514047,2025-05-10 10:00:00,IoT
678,29,2025-05-29,29,Thursday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,275,15,1315,389769,2025-05-29 11:00:00,IoT
679,22,2025-05-22,22,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,326,22,1497,773006,2025-05-22 16:00:00,IoT
680,28,2025-05-28,28,Wednesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,329,7,2013,826018,2025-05-28 15:00:00,IoT
681,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,282,9,1429,492143,2025-05-14 08:00:00,IoT
682,21,2025-05-21,21,Wednesday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,309,12,1303,576122,2025-05-21 08:00:00,IoT
683,23,2025-05-23,23,Friday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,257,7,1420,588289,2025-05-23 18:00:00,IoT
684,21,2025-05-21,21,Wednesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,280,6,1517,892206,2025-05-21 14:00:00,IoT
685,6,2025-05-06,6,Tuesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,306,16,1507,767084,2025-05-06 12:00:00,IoT
686,10,2025-05-10,10,Saturday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,335,7,1877,798531,2025-05-10 07:00:00,IoT
687,6,2025-05-06,6,Tuesday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,274,22,1490,510527,2025-05-06 09:00:00,IoT
688,8,2025-05-08,8,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,303,18,1983,741668,2025-05-08 17:00:00,IoT
689,5,2025-05-05,5,Monday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,300,18,1391,398228,2025-05-05 12:00:00,IoT
690,16,2025-05-16,16,Friday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,272,3,1557,616897,2025-05-16 12:00:00,IoT
691,30,2025-05-30,30,Friday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,284,8,1403,507249,2025-05-30 07:00:00,IoT
692,30,2025-05-30,30,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,302,10,1366,577219,2025-05-30 13:00:00,IoT
693,14,2025-05-14,14,Wednesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,318,13,1588,699425,2025-05-14 17:00:00,IoT
694,13,2025-05-13,13,Tuesday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,368,6,2068,720191,2025-05-13 14:00:00,IoT
695,15,2025-05-15,15,Thursday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,336,15,1462,771949,2025-05-15 14:00:00,IoT
696,24,2025-05-24,24,Saturday,5,2025,Quarry A,Sumatera,-5.1234,105.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,289,4,1464,550582,2025-05-24 16:00:00,IoT
697,7,2025-05-07,7,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,295,8,1455,549901,2025-05-07 13:00:00,IoT
698,14,2025-05-14,14,Wednesday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,246,17,1464,586893,2025-05-14 08:00:00,IoT
699,27,2025-05-27,27,Tuesday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,275,21,1556,459334,2025-05-27 08:00:00,IoT
700,29,2025-05-29,29,Thursday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,257,17,1401,458412,2025-05-29 11:00:00,IoT
701,1,2025-05-01,1,Thursday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Wheel Loader WL-004,Wheel Loader,Hitachi,ZW310,30,2022-01-12,307,11,1403,638384,2025-05-01 07:00:00,IoT
702,11,2025-05-11,11,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,320,6,2167,764772,2025-05-11 07:00:00,IoT
703,23,2025-05-23,23,Friday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Hydraulic Shovel HS-006,Hydraulic Shovel,Liebherr,R 9600,50,2021-09-17,346,15,1843,974631,2025-05-23 17:00:00,IoT
704,24,2025-05-24,24,Saturday,5,2025,Tambang Nikel E,Maluku,-2.789,129.4567,Grader GD-005,Grader,Caterpillar,140GC,25,2023-04-30,260,4,1393,494269,2025-05-24 12:00:00,IoT
705,25,2025-05-25,25,Sunday,5,2025,Site Batu B,Kalimantan,-1.2345,116.1234,Dump Truck DT-003,Dump Truck,Volvo,A40G,40,2019-11-23,336,8,1676,634999,2025-05-25 08:00:00,IoT
706,25,2025-05-25,25,Sunday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,306,17,1478,662276,2025-05-25 17:00:00,IoT
707,10,2025-05-10,10,Saturday,5,2025,Pit Selatan F,Kalimantan,-1.8901,115.2345,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,267,22,1533,706352,2025-05-10 06:00:00,IoT
708,25,2025-05-25,25,Sunday,5,2025,Area Tambang C,Papua,-4.1234,138.1234,Excavator EX-001,Excavator,Komatsu,PC200,20,2020-03-01,309,3,1527,761432,2025-05-25 14:00:00,IoT
709,20,2025-05-20,20,Tuesday,5,2025,Tambang Batu D,Sulawesi,-3.1234,120.1234,Bulldozer BD-002,Bulldozer,Caterpillar,D6R,35,2021-07-15,273,16,1650,849410,2025-05-20 13:00:00,IoT
